iter	Passed	Remaining
1664	216312	43522
1665	216441	43392
1666	216575	43263
1667	216700	43132
1668	216806	42997
1669	216915	42863
1670	217047	42734
1671	217160	42600
1672	217302	42473
1673	217427	42342
1674	217561	42213
1675	217680	42081
1676	217808	41951
1677	217932	41820
1678	218065	41690
1679	218200	41561
1680	218309	41428
1681	218436	41297
1682	218554	41165
1683	218672	41033
1684	218806	40904
1685	218919	40771
1686	219039	40639
1687	219164	40509
1688	219280	40376
1689	219413	40247
1690	219556	40120
1691	219692	39991
1692	219838	39864
1693	219981	39736
1694	220105	39605
1695	220232	39475
1696	220347	39343
1697	220478	39213
1698	220601	39082
1699	220719	38950
1700	220845	38820
1701	220972	38689
1702	221096	38558
1703	221226	38428
1704	221334	38295
1705	221474	38167
1706	221611	38038
1707	221737	37908
1708	221858	37777
1709	221994	37648
1710	222124	37518
1711	222248	37387
1712	222372	37256
1713	222509	37128
1714	222617	36994
1715	222747	36865
1716	222879	36735
1717	222992	36602
1718	223116	36472
1719	223231	36339
1720	223356	36209
1721	223465	36076
1722	223588	35945
1723	223717	35815
1724	223836	35684
1725	223983	35557
1726	224104	35425
1727	224237	35296
1728	224364	35166
1729	224515	35039
1730	224645	34910
1731	224773	34780
1732	224881	34647
1733	224997	34515
1734	225114	34383
1735	225218	34249
1736	225359	34121
1737	225496	33993
1738	225642	33865
1739	225760	33734
1740	225873	33602
1741	226006	33472
1742	226140	33343
1743	226252	33211
1744	226386	33082
1745	226516	32952
1746	226652	32823
1747	226777	32693
1748	226909	32563
1749	227041	32434
1750	227168	32304
1751	227295	32174
1752	227432	32045
1753	227563	31916
1754	227696	31786
1755	227834	31658
1756	227945	31525
1757	228099	31399
1758	228208	31266
1759	228328	31135
1760	228459	31006
1761	228586	30876
1762	228689	30742
1763	228822	30613
1764	228938	30481
1765	229071	30352
1766	229196	30222
1767	229323	30092
1768	229450	29962
1769	229583	29832
1770	229706	29702
1771	229802	29568
1772	229928	29438
1773	230185	29324
1774	230337	29197
1775	230499	29072
1776	230655	28945
1777	230789	28816
1778	230923	28686
1779	231072	28559
1780	231200	28429
1781	231323	28298
1782	231437	28167
1783	231565	28037
1784	231692	27906
1785	231818	27776
1786	231956	27647
1787	232080	27517
1788	232207	27387
1789	232335	27257
1790	232472	27128
1791	232659	27005
1792	232860	26883
1793	232979	26752
1794	233111	26622
1795	233251	26494
1796	233370	26362
1797	233501	26233
1798	233637	26103
1799	233767	25974
1800	233909	25845
1801	234046	25716
1802	234176	25586
1803	234291	25455
1804	234421	25325
1805	234580	25198
1806	234708	25068
1807	234837	24938
1808	234959	24807
1809	235094	24678
1810	235231	24549
1811	235359	24419
1812	235501	24290
1813	235631	24160
1814	235764	24031
1815	235902	23901
1816	236035	23772
1817	236156	23641
1818	236284	23511
1819	236407	23380
1820	236520	23249
1821	236634	23117
1822	236761	22987
1823	236879	22856
1824	236985	22724
1825	237118	22595
1826	237232	22463
1827	237369	22334
1828	237524	22207
1829	237652	22076
1830	237765	21945
1831	237909	21816
1832	238020	21685
1833	238153	21555
1834	238293	21426
1835	238433	21297
1836	238554	21167
1837	238674	21036
1838	238839	20909
1839	238971	20780
1840	239109	20650
1841	239252	20522
1842	239397	20393
1843	239548	20265
1844	239671	20135
1845	239805	20005
1846	239931	19875
1847	240074	19746
1848	240208	19616
1849	240363	19488
1850	240555	19363
1851	240701	19235
1852	240807	19103
1853	240941	18973
1854	241079	18844
1855	241207	18714
1856	241335	18584
1857	241452	18453
1858	241586	18323
1859	241711	18193
1860	241845	18063
1861	241979	17934
1862	242097	17803
1863	242222	17672
1864	242340	17542
1865	242475	17412
1866	242612	17283
1867	242748	17153
1868	242876	17023
1869	242991	16892
1870	243115	16762
1871	243234	16631
1872	243356	16500
1873	243485	16370
1874	243598	16239
1875	243699	16108
1876	243831	15978
1877	243948	15847
1878	244065	15716
1879	244188	15586
1880	244324	15456
1881	244467	15327
1882	244602	15198
1883	244712	15067
1884	244847	14937
1885	244968	14807
1886	245095	14677
1887	245225	14547
1888	245341	14416
1889	245465	14286
1890	245581	14155
1891	245715	14026
1892	245891	13898
1893	246025	13769
1894	246153	13639
1895	246278	13508
1896	246403	13378
1897	246537	13249
1898	246634	13117
1899	246747	12986
1900	246852	12855
1901	246982	12725
1902	247106	12595
1903	247229	12465
1904	247340	12334
1905	247470	12204
1906	247607	12075
1907	247744	11945
1908	247837	11814
1909	247969	11684
1910	248077	11553
1911	248193	11423
1912	248333	11293
1913	248459	11163
1914	248598	11034
1915	248741	10905
1916	248872	10775
1917	248965	10643
1918	249111	10514
1919	249279	10386
1920	249449	10258
1921	249632	10130
1922	249790	10001
1923	249930	9872
1924	250075	9743
1925	250199	9613
1926	250323	9482
1927	250437	9352
1928	250556	9222
1929	250725	9093
1930	250870	8964
1931	250997	8834
1932	251100	8703
1933	251223	8573
1934	251376	8444
1935	251473	8313
1936	251607	8183
1937	251717	8052
1938	251824	7922
1939	251962	7792
1940	252088	7662
1941	252206	7532
1942	252343	7402
1943	252471	7272
1944	252585	7142
1945	252699	7012
1946	252851	6882
1947	252978	6753
1948	253102	6623
1949	253233	6493
1950	253357	6363
1951	253472	6232
1952	253598	6102
1953	253713	5972
1954	253841	5842
1955	254007	5713
1956	254136	5583
1957	254252	5453
1958	254372	5323
1959	254500	5193
1960	254615	5063
1961	254732	4933
1962	254844	4803
1963	254970	4673
1964	255089	4543
1965	255213	4413
1966	255449	4285
1967	255611	4156
1968	255844	4028
1969	255997	3898
1970	256159	3768
1971	256286	3638
1972	256525	3510
1973	256841	3382
1974	257032	3253
1975	257152	3123
1976	257294	2993
1977	257606	2865
1978	257749	2735
1979	257880	2604
1980	258008	2474
1981	258125	2344
1982	258443	2215
1983	258585	2085
1984	258708	1954
1985	258849	1824
1986	258978	1694
1987	259126	1564
1988	259259	1433
1989	259387	1303
1990	259526	1173
1991	259661	1042
1992	259779	912
1993	259895	782
1994	260009	651
1995	260148	521
1996	260280	391
1997	260425	260
1998	260550	130
1999	260695	0
